Time	Entity	Frame	SF	Slot	nodeId	RNTI	bwpId	MsgType
0.406	gNB PHY Txed	40	6	0	1	0	0	DL_DCI
0.407	gNB PHY Txed	40	7	0	1	0	0	DL_DCI
0.408	gNB PHY Txed	40	8	0	1	0	0	DL_DCI
0.409	gNB PHY Txed	40	9	0	1	0	0	DL_DCI
0.41	gNB PHY Txed	41	0	0	1	0	0	DL_DCI
0.41	gNB PHY Txed	41	0	0	1	0	0	MIB
0.411	gNB PHY Txed	41	1	0	1	0	0	DL_DCI
0.412	gNB PHY Txed	41	2	0	1	0	0	DL_DCI
0.413	gNB PHY Txed	41	3	0	1	0	0	DL_DCI
0.414	gNB PHY Txed	41	4	0	1	0	0	DL_DCI
0.415	gNB PHY Txed	41	5	0	1	0	0	SIB1
0.415	gNB PHY Txed	41	5	0	1	0	0	DL_DCI
0.416	gNB PHY Txed	41	6	0	1	0	0	DL_DCI
0.417	gNB PHY Txed	41	7	0	1	0	0	DL_DCI
0.418	gNB PHY Txed	41	8	0	1	0	0	DL_DCI
0.419	gNB PHY Txed	41	9	0	1	0	0	DL_DCI
0.42	gNB PHY Txed	42	0	0	1	0	0	DL_DCI
0.42	gNB PHY Txed	42	0	0	1	0	0	MIB
0.421	gNB PHY Txed	42	1	0	1	0	0	DL_DCI
0.422	gNB PHY Txed	42	2	0	1	0	0	DL_DCI
0.423	gNB PHY Txed	42	3	0	1	0	0	DL_DCI
0.424	gNB PHY Txed	42	4	0	1	0	0	DL_DCI
0.425	gNB PHY Txed	42	5	0	1	0	0	SIB1
0.425	gNB PHY Txed	42	5	0	1	0	0	DL_DCI
0.426	gNB PHY Txed	42	6	0	1	0	0	DL_DCI
0.427	gNB PHY Txed	42	7	0	1	0	0	DL_DCI
0.428	gNB PHY Txed	42	8	0	1	0	0	DL_DCI
0.429	gNB PHY Txed	42	9	0	1	0	0	DL_DCI
0.43	gNB PHY Txed	43	0	0	1	0	0	DL_DCI
0.43	gNB PHY Txed	43	0	0	1	0	0	MIB
0.431	gNB PHY Txed	43	1	0	1	0	0	DL_DCI
0.432	gNB PHY Txed	43	2	0	1	0	0	DL_DCI
0.433	gNB PHY Txed	43	3	0	1	0	0	DL_DCI
0.434	gNB PHY Txed	43	4	0	1	0	0	DL_DCI
0.435	gNB PHY Txed	43	5	0	1	0	0	DL_DCI
0.435	gNB PHY Txed	43	5	0	1	0	0	SIB1
0.436	gNB PHY Txed	43	6	0	1	0	0	DL_DCI
0.437	gNB PHY Txed	43	7	0	1	0	0	DL_DCI
0.438	gNB PHY Txed	43	8	0	1	0	0	DL_DCI
0.439	gNB PHY Txed	43	9	0	1	0	0	DL_DCI
0.44	gNB PHY Txed	44	0	0	1	0	0	DL_DCI
0.44	gNB PHY Txed	44	0	0	1	0	0	MIB
0.441	gNB PHY Txed	44	1	0	1	0	0	DL_DCI
0.442	gNB PHY Txed	44	2	0	1	0	0	DL_DCI
0.443	gNB PHY Txed	44	3	0	1	0	0	DL_DCI
0.444	gNB PHY Txed	44	4	0	1	0	0	DL_DCI
0.445	gNB PHY Txed	44	5	0	1	0	0	DL_DCI
0.445	gNB PHY Txed	44	5	0	1	0	0	SIB1
0.446	gNB PHY Txed	44	6	0	1	0	0	DL_DCI
0.447	gNB PHY Txed	44	7	0	1	0	0	DL_DCI
0.448	gNB PHY Txed	44	8	0	1	0	0	DL_DCI
0.449	gNB PHY Txed	44	9	0	1	0	0	DL_DCI
0.45	gNB PHY Txed	45	0	0	1	0	0	DL_DCI
0.45	gNB PHY Txed	45	0	0	1	0	0	MIB
0.451	gNB PHY Txed	45	1	0	1	0	0	DL_DCI
0.452	gNB PHY Txed	45	2	0	1	0	0	DL_DCI
0.453	gNB PHY Txed	45	3	0	1	0	0	DL_DCI
0.454	gNB PHY Txed	45	4	0	1	0	0	DL_DCI
0.455	gNB PHY Txed	45	5	0	1	0	0	SIB1
0.455	gNB PHY Txed	45	5	0	1	0	0	DL_DCI
0.456	gNB PHY Txed	45	6	0	1	0	0	DL_DCI
0.456	gNB PHY Txed	45	6	0	1	0	0	UL_UCI
0.457	gNB PHY Txed	45	7	0	1	0	0	DL_DCI
0.458	gNB PHY Txed	45	8	0	1	0	0	DL_DCI
0.459	gNB PHY Txed	45	9	0	1	0	0	DL_DCI
0.46	gNB PHY Txed	46	0	0	1	0	0	DL_DCI
0.46	gNB PHY Txed	46	0	0	1	0	0	MIB
0.461	gNB PHY Txed	46	1	0	1	0	0	DL_DCI
0.462	gNB PHY Txed	46	2	0	1	0	0	DL_DCI
0.463	gNB PHY Txed	46	3	0	1	0	0	DL_DCI
0.464	gNB PHY Txed	46	4	0	1	0	0	DL_DCI
0.465	gNB PHY Txed	46	5	0	1	0	0	SIB1
0.465	gNB PHY Txed	46	5	0	1	0	0	DL_DCI
0.466	gNB PHY Txed	46	6	0	1	0	0	DL_DCI
0.467	gNB PHY Txed	46	7	0	1	0	0	DL_DCI
0.468	gNB PHY Txed	46	8	0	1	0	0	DL_DCI
0.469	gNB PHY Txed	46	9	0	1	0	0	DL_DCI
0.47	gNB PHY Txed	47	0	0	1	0	0	DL_DCI
0.47	gNB PHY Txed	47	0	0	1	0	0	MIB
0.471	gNB PHY Txed	47	1	0	1	0	0	DL_DCI
0.472	gNB PHY Txed	47	2	0	1	0	0	DL_DCI
0.473	gNB PHY Txed	47	3	0	1	0	0	DL_DCI
0.474	gNB PHY Txed	47	4	0	1	0	0	DL_DCI
0.475	gNB PHY Txed	47	5	0	1	0	0	SIB1
0.475	gNB PHY Txed	47	5	0	1	0	0	DL_DCI
0.476	gNB PHY Txed	47	6	0	1	0	0	DL_DCI
0.477	gNB PHY Txed	47	7	0	1	0	0	DL_DCI
0.478	gNB PHY Txed	47	8	0	1	0	0	DL_DCI
0.479	gNB PHY Txed	47	9	0	1	0	0	DL_DCI
0.48	gNB PHY Txed	48	0	0	1	0	0	DL_DCI
0.48	gNB PHY Txed	48	0	0	1	0	0	MIB
0.481	gNB PHY Txed	48	1	0	1	0	0	DL_DCI
0.482	gNB PHY Txed	48	2	0	1	0	0	DL_DCI
0.483	gNB PHY Txed	48	3	0	1	0	0	DL_DCI
0.484	gNB PHY Txed	48	4	0	1	0	0	DL_DCI
0.485	gNB PHY Txed	48	5	0	1	0	0	SIB1
0.485	gNB PHY Txed	48	5	0	1	0	0	DL_DCI
0.486	gNB PHY Txed	48	6	0	1	0	0	DL_DCI
0.487	gNB PHY Txed	48	7	0	1	0	0	DL_DCI
0.488	gNB PHY Txed	48	8	0	1	0	0	DL_DCI
0.489	gNB PHY Txed	48	9	0	1	0	0	DL_DCI
0.49	gNB PHY Txed	49	0	0	1	0	0	MIB
0.49	gNB PHY Txed	49	0	0	1	0	0	DL_DCI
0.491	gNB PHY Txed	49	1	0	1	0	0	DL_DCI
0.492	gNB PHY Txed	49	2	0	1	0	0	DL_DCI
0.493	gNB PHY Txed	49	3	0	1	0	0	DL_DCI
0.494	gNB PHY Txed	49	4	0	1	0	0	DL_DCI
0.495	gNB PHY Txed	49	5	0	1	0	0	SIB1
0.495	gNB PHY Txed	49	5	0	1	0	0	DL_DCI
0.496	gNB PHY Txed	49	6	0	1	0	0	DL_DCI
0.497	gNB PHY Txed	49	7	0	1	0	0	DL_DCI
0.498	gNB PHY Txed	49	8	0	1	0	0	DL_DCI
0.499	gNB PHY Txed	49	9	0	1	0	0	DL_DCI
0.5	gNB PHY Txed	50	0	0	1	0	0	DL_DCI
0.5	gNB PHY Txed	50	0	0	1	0	0	MIB
0.501	gNB PHY Txed	50	1	0	1	0	0	DL_DCI
0.502	gNB PHY Txed	50	2	0	1	0	0	DL_DCI
0.503	gNB PHY Txed	50	3	0	1	0	0	DL_DCI
0.504	gNB PHY Txed	50	4	0	1	0	0	DL_DCI
0.505	gNB PHY Txed	50	5	0	1	0	0	SIB1
0.505	gNB PHY Txed	50	5	0	1	0	0	DL_DCI
0.506	gNB PHY Txed	50	6	0	1	0	0	DL_DCI
0.507	gNB PHY Txed	50	7	0	1	0	0	DL_DCI
0.508	gNB PHY Txed	50	8	0	1	0	0	DL_DCI
0.509	gNB PHY Txed	50	9	0	1	0	0	DL_DCI
0.51	gNB PHY Txed	51	0	0	1	0	0	DL_DCI
0.51	gNB PHY Txed	51	0	0	1	0	0	MIB
0.511	gNB PHY Txed	51	1	0	1	0	0	DL_DCI
0.512	gNB PHY Txed	51	2	0	1	0	0	DL_DCI
0.513	gNB PHY Txed	51	3	0	1	0	0	DL_DCI
0.514	gNB PHY Txed	51	4	0	1	0	0	DL_DCI
0.515	gNB PHY Txed	51	5	0	1	0	0	SIB1
0.515	gNB PHY Txed	51	5	0	1	0	0	DL_DCI
0.516	gNB PHY Txed	51	6	0	1	0	0	DL_DCI
0.517	gNB PHY Txed	51	7	0	1	0	0	DL_DCI
0.518	gNB PHY Txed	51	8	0	1	0	0	DL_DCI
0.519	gNB PHY Txed	51	9	0	1	0	0	DL_DCI
0.52	gNB PHY Txed	52	0	0	1	0	0	DL_DCI
0.52	gNB PHY Txed	52	0	0	1	0	0	MIB
0.521	gNB PHY Txed	52	1	0	1	0	0	DL_DCI
0.522	gNB PHY Txed	52	2	0	1	0	0	DL_DCI
0.523	gNB PHY Txed	52	3	0	1	0	0	DL_DCI
0.524	gNB PHY Txed	52	4	0	1	0	0	DL_DCI
0.525	gNB PHY Txed	52	5	0	1	0	0	SIB1
0.525	gNB PHY Txed	52	5	0	1	0	0	DL_DCI
0.526	gNB PHY Txed	52	6	0	1	0	0	DL_DCI
0.527	gNB PHY Txed	52	7	0	1	0	0	DL_DCI
0.528	gNB PHY Txed	52	8	0	1	0	0	DL_DCI
0.529	gNB PHY Txed	52	9	0	1	0	0	DL_DCI
0.53	gNB PHY Txed	53	0	0	1	0	0	DL_DCI
0.53	gNB PHY Txed	53	0	0	1	0	0	MIB
0.531	gNB PHY Txed	53	1	0	1	0	0	DL_DCI
0.532	gNB PHY Txed	53	2	0	1	0	0	DL_DCI
0.533	gNB PHY Txed	53	3	0	1	0	0	DL_DCI
0.534	gNB PHY Txed	53	4	0	1	0	0	DL_DCI
0.535	gNB PHY Txed	53	5	0	1	0	0	DL_DCI
0.535	gNB PHY Txed	53	5	0	1	0	0	SIB1
0.536	gNB PHY Txed	53	6	0	1	0	0	UL_UCI
0.536	gNB PHY Txed	53	6	0	1	0	0	DL_DCI
0.537	gNB PHY Txed	53	7	0	1	0	0	DL_DCI
0.538	gNB PHY Txed	53	8	0	1	0	0	DL_DCI
0.539	gNB PHY Txed	53	9	0	1	0	0	DL_DCI
0.54	gNB PHY Txed	54	0	0	1	0	0	DL_DCI
0.54	gNB PHY Txed	54	0	0	1	0	0	MIB
0.541	gNB PHY Txed	54	1	0	1	0	0	DL_DCI
0.542	gNB PHY Txed	54	2	0	1	0	0	DL_DCI
0.543	gNB PHY Txed	54	3	0	1	0	0	DL_DCI
0.544	gNB PHY Txed	54	4	0	1	0	0	DL_DCI
0.545	gNB PHY Txed	54	5	0	1	0	0	DL_DCI
0.545	gNB PHY Txed	54	5	0	1	0	0	SIB1
0.546	gNB PHY Txed	54	6	0	1	0	0	DL_DCI
0.547	gNB PHY Txed	54	7	0	1	0	0	DL_DCI
0.548	gNB PHY Txed	54	8	0	1	0	0	DL_DCI
0.549	gNB PHY Txed	54	9	0	1	0	0	DL_DCI
0.55	gNB PHY Txed	55	0	0	1	0	0	DL_DCI
0.55	gNB PHY Txed	55	0	0	1	0	0	MIB
0.551	gNB PHY Txed	55	1	0	1	0	0	DL_DCI
0.552	gNB PHY Txed	55	2	0	1	0	0	DL_DCI
0.553	gNB PHY Txed	55	3	0	1	0	0	DL_DCI
0.554	gNB PHY Txed	55	4	0	1	0	0	DL_DCI
0.555	gNB PHY Txed	55	5	0	1	0	0	DL_DCI
0.555	gNB PHY Txed	55	5	0	1	0	0	SIB1
0.556	gNB PHY Txed	55	6	0	1	0	0	DL_DCI
0.557	gNB PHY Txed	55	7	0	1	0	0	DL_DCI
0.558	gNB PHY Txed	55	8	0	1	0	0	DL_DCI
0.559	gNB PHY Txed	55	9	0	1	0	0	DL_DCI
0.56	gNB PHY Txed	56	0	0	1	0	0	MIB
0.56	gNB PHY Txed	56	0	0	1	0	0	DL_DCI
0.561	gNB PHY Txed	56	1	0	1	0	0	DL_DCI
0.562	gNB PHY Txed	56	2	0	1	0	0	DL_DCI
0.563	gNB PHY Txed	56	3	0	1	0	0	DL_DCI
0.564	gNB PHY Txed	56	4	0	1	0	0	DL_DCI
0.565	gNB PHY Txed	56	5	0	1	0	0	SIB1
0.565	gNB PHY Txed	56	5	0	1	0	0	DL_DCI
0.566	gNB PHY Txed	56	6	0	1	0	0	DL_DCI
0.567	gNB PHY Txed	56	7	0	1	0	0	DL_DCI
0.568	gNB PHY Txed	56	8	0	1	0	0	DL_DCI
0.569	gNB PHY Txed	56	9	0	1	0	0	DL_DCI
0.57	gNB PHY Txed	57	0	0	1	0	0	DL_DCI
0.57	gNB PHY Txed	57	0	0	1	0	0	MIB
0.571	gNB PHY Txed	57	1	0	1	0	0	DL_DCI
0.572	gNB PHY Txed	57	2	0	1	0	0	DL_DCI
0.573	gNB PHY Txed	57	3	0	1	0	0	DL_DCI
0.574	gNB PHY Txed	57	4	0	1	0	0	DL_DCI
0.575	gNB PHY Txed	57	5	0	1	0	0	DL_DCI
0.575	gNB PHY Txed	57	5	0	1	0	0	SIB1
0.576	gNB PHY Txed	57	6	0	1	0	0	DL_DCI
0.577	gNB PHY Txed	57	7	0	1	0	0	DL_DCI
0.578	gNB PHY Txed	57	8	0	1	0	0	DL_DCI
0.579	gNB PHY Txed	57	9	0	1	0	0	DL_DCI
0.58	gNB PHY Txed	58	0	0	1	0	0	DL_DCI
0.58	gNB PHY Txed	58	0	0	1	0	0	MIB
0.581	gNB PHY Txed	58	1	0	1	0	0	DL_DCI
0.582	gNB PHY Txed	58	2	0	1	0	0	DL_DCI
0.583	gNB PHY Txed	58	3	0	1	0	0	DL_DCI
0.584	gNB PHY Txed	58	4	0	1	0	0	DL_DCI
0.585	gNB PHY Txed	58	5	0	1	0	0	DL_DCI
0.585	gNB PHY Txed	58	5	0	1	0	0	SIB1
0.586	gNB PHY Txed	58	6	0	1	0	0	DL_DCI
0.587	gNB PHY Txed	58	7	0	1	0	0	DL_DCI
0.588	gNB PHY Txed	58	8	0	1	0	0	DL_DCI
0.589	gNB PHY Txed	58	9	0	1	0	0	DL_DCI
0.59	gNB PHY Txed	59	0	0	1	0	0	DL_DCI
0.59	gNB PHY Txed	59	0	0	1	0	0	MIB
0.591	gNB PHY Txed	59	1	0	1	0	0	DL_DCI
0.592	gNB PHY Txed	59	2	0	1	0	0	DL_DCI
0.593	gNB PHY Txed	59	3	0	1	0	0	DL_DCI
0.594	gNB PHY Txed	59	4	0	1	0	0	DL_DCI
0.595	gNB PHY Txed	59	5	0	1	0	0	SIB1
0.595	gNB PHY Txed	59	5	0	1	0	0	DL_DCI
0.596	gNB PHY Txed	59	6	0	1	0	0	DL_DCI
0.597	gNB PHY Txed	59	7	0	1	0	0	DL_DCI
0.598	gNB PHY Txed	59	8	0	1	0	0	DL_DCI
0.599	gNB PHY Txed	59	9	0	1	0	0	DL_DCI
0.6	gNB PHY Txed	60	0	0	1	0	0	DL_DCI
0.6	gNB PHY Txed	60	0	0	1	0	0	MIB
0.601	gNB PHY Txed	60	1	0	1	0	0	DL_DCI
0.602	gNB PHY Txed	60	2	0	1	0	0	DL_DCI
0.603	gNB PHY Txed	60	3	0	1	0	0	DL_DCI
0.604	gNB PHY Txed	60	4	0	1	0	0	DL_DCI
0.605	gNB PHY Txed	60	5	0	1	0	0	SIB1
0.605	gNB PHY Txed	60	5	0	1	0	0	DL_DCI
0.606	gNB PHY Txed	60	6	0	1	0	0	DL_DCI
0.607	gNB PHY Txed	60	7	0	1	0	0	DL_DCI
0.608	gNB PHY Txed	60	8	0	1	0	0	DL_DCI
0.609	gNB PHY Txed	60	9	0	1	0	0	DL_DCI
0.61	gNB PHY Txed	61	0	0	1	0	0	DL_DCI
0.61	gNB PHY Txed	61	0	0	1	0	0	MIB
0.611	gNB PHY Txed	61	1	0	1	0	0	DL_DCI
0.612	gNB PHY Txed	61	2	0	1	0	0	DL_DCI
0.613	gNB PHY Txed	61	3	0	1	0	0	DL_DCI
0.614	gNB PHY Txed	61	4	0	1	0	0	DL_DCI
0.615	gNB PHY Txed	61	5	0	1	0	0	DL_DCI
0.615	gNB PHY Txed	61	5	0	1	0	0	SIB1
0.616	gNB PHY Txed	61	6	0	1	0	0	UL_UCI
0.616	gNB PHY Txed	61	6	0	1	0	0	DL_DCI
0.617	gNB PHY Txed	61	7	0	1	0	0	DL_DCI
0.618	gNB PHY Txed	61	8	0	1	0	0	DL_DCI
0.619	gNB PHY Txed	61	9	0	1	0	0	DL_DCI
0.62	gNB PHY Txed	62	0	0	1	0	0	DL_DCI
0.62	gNB PHY Txed	62	0	0	1	0	0	MIB
0.621	gNB PHY Txed	62	1	0	1	0	0	DL_DCI
0.622	gNB PHY Txed	62	2	0	1	0	0	DL_DCI
0.623	gNB PHY Txed	62	3	0	1	0	0	DL_DCI
0.624	gNB PHY Txed	62	4	0	1	0	0	DL_DCI
0.625	gNB PHY Txed	62	5	0	1	0	0	SIB1
0.625	gNB PHY Txed	62	5	0	1	0	0	DL_DCI
0.626	gNB PHY Txed	62	6	0	1	0	0	DL_DCI
0.627	gNB PHY Txed	62	7	0	1	0	0	DL_DCI
0.628	gNB PHY Txed	62	8	0	1	0	0	DL_DCI
0.629	gNB PHY Txed	62	9	0	1	0	0	DL_DCI
0.63	gNB PHY Txed	63	0	0	1	0	0	DL_DCI
0.63	gNB PHY Txed	63	0	0	1	0	0	MIB
0.631	gNB PHY Txed	63	1	0	1	0	0	DL_DCI
0.632	gNB PHY Txed	63	2	0	1	0	0	DL_DCI
0.633	gNB PHY Txed	63	3	0	1	0	0	DL_DCI
0.634	gNB PHY Txed	63	4	0	1	0	0	DL_DCI
0.635	gNB PHY Txed	63	5	0	1	0	0	DL_DCI
0.635	gNB PHY Txed	63	5	0	1	0	0	SIB1
0.636	gNB PHY Txed	63	6	0	1	0	0	DL_DCI
0.637	gNB PHY Txed	63	7	0	1	0	0	DL_DCI
0.638	gNB PHY Txed	63	8	0	1	0	0	DL_DCI
0.639	gNB PHY Txed	63	9	0	1	0	0	DL_DCI
0.64	gNB PHY Txed	64	0	0	1	0	0	DL_DCI
0.64	gNB PHY Txed	64	0	0	1	0	0	MIB
0.641	gNB PHY Txed	64	1	0	1	0	0	DL_DCI
0.642	gNB PHY Txed	64	2	0	1	0	0	DL_DCI
0.643	gNB PHY Txed	64	3	0	1	0	0	DL_DCI
0.644	gNB PHY Txed	64	4	0	1	0	0	DL_DCI
0.645	gNB PHY Txed	64	5	0	1	0	0	SIB1
0.645	gNB PHY Txed	64	5	0	1	0	0	DL_DCI
0.646	gNB PHY Txed	64	6	0	1	0	0	DL_DCI
0.647	gNB PHY Txed	64	7	0	1	0	0	DL_DCI
0.648	gNB PHY Txed	64	8	0	1	0	0	DL_DCI
0.649	gNB PHY Txed	64	9	0	1	0	0	DL_DCI
0.65	gNB PHY Txed	65	0	0	1	0	0	DL_DCI
0.65	gNB PHY Txed	65	0	0	1	0	0	MIB
0.651	gNB PHY Txed	65	1	0	1	0	0	DL_DCI
0.652	gNB PHY Txed	65	2	0	1	0	0	DL_DCI
0.653	gNB PHY Txed	65	3	0	1	0	0	DL_DCI
0.654	gNB PHY Txed	65	4	0	1	0	0	DL_DCI
0.655	gNB PHY Txed	65	5	0	1	0	0	DL_DCI
0.655	gNB PHY Txed	65	5	0	1	0	0	SIB1
0.656	gNB PHY Txed	65	6	0	1	0	0	DL_DCI
0.657	gNB PHY Txed	65	7	0	1	0	0	DL_DCI
0.658	gNB PHY Txed	65	8	0	1	0	0	DL_DCI
0.659	gNB PHY Txed	65	9	0	1	0	0	DL_DCI
0.66	gNB PHY Txed	66	0	0	1	0	0	DL_DCI
0.66	gNB PHY Txed	66	0	0	1	0	0	MIB
0.661	gNB PHY Txed	66	1	0	1	0	0	DL_DCI
0.662	gNB PHY Txed	66	2	0	1	0	0	DL_DCI
0.663	gNB PHY Txed	66	3	0	1	0	0	DL_DCI
0.664	gNB PHY Txed	66	4	0	1	0	0	DL_DCI
0.665	gNB PHY Txed	66	5	0	1	0	0	SIB1
0.665	gNB PHY Txed	66	5	0	1	0	0	DL_DCI
0.666	gNB PHY Txed	66	6	0	1	0	0	DL_DCI
0.667	gNB PHY Txed	66	7	0	1	0	0	DL_DCI
0.668	gNB PHY Txed	66	8	0	1	0	0	DL_DCI
0.669	gNB PHY Txed	66	9	0	1	0	0	DL_DCI
0.67	gNB PHY Txed	67	0	0	1	0	0	DL_DCI
0.67	gNB PHY Txed	67	0	0	1	0	0	MIB
0.671	gNB PHY Txed	67	1	0	1	0	0	DL_DCI
0.672	gNB PHY Txed	67	2	0	1	0	0	DL_DCI
0.673	gNB PHY Txed	67	3	0	1	0	0	DL_DCI
0.674	gNB PHY Txed	67	4	0	1	0	0	DL_DCI
0.675	gNB PHY Txed	67	5	0	1	0	0	SIB1
0.675	gNB PHY Txed	67	5	0	1	0	0	DL_DCI
0.676	gNB PHY Txed	67	6	0	1	0	0	DL_DCI
0.677	gNB PHY Txed	67	7	0	1	0	0	DL_DCI
0.678	gNB PHY Txed	67	8	0	1	0	0	DL_DCI
0.679	gNB PHY Txed	67	9	0	1	0	0	DL_DCI
0.68	gNB PHY Txed	68	0	0	1	0	0	DL_DCI
0.68	gNB PHY Txed	68	0	0	1	0	0	MIB
0.681	gNB PHY Txed	68	1	0	1	0	0	DL_DCI
0.682	gNB PHY Txed	68	2	0	1	0	0	DL_DCI
0.683	gNB PHY Txed	68	3	0	1	0	0	DL_DCI
0.684	gNB PHY Txed	68	4	0	1	0	0	DL_DCI
0.685	gNB PHY Txed	68	5	0	1	0	0	DL_DCI
0.685	gNB PHY Txed	68	5	0	1	0	0	SIB1
0.686	gNB PHY Txed	68	6	0	1	0	0	DL_DCI
0.687	gNB PHY Txed	68	7	0	1	0	0	DL_DCI
